source_wav,annotation_file,call_index,call_type,begin_time,end_time,freq_min,freq_max,nfft,nperseg,noverlap,saved_spectrogram,label
5713.210806110002,5713.210806110002.Table.1.selections.txt,80,Rupe B,739.45109723,739.80719417,20,2000,8192,4096,2048,5713.210806110002_seg0_call_80.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,81,Rupe A,740.135825914,740.316140136,20,2000,8192,4096,2048,5713.210806110002_seg0_call_81.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,82,Rupe A,740.829889841,740.985140983,20,2000,8192,4096,2048,5713.210806110002_seg0_call_82.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,83,Rupe A,741.575197175,741.657862536,20,2000,8192,4096,2048,5713.210806110002_seg0_call_83.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,84,Rupe A,743.224917716,743.315531669,20,2000,8192,4096,2048,5713.210806110002_seg0_call_84.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,85,Rupe B,745.401408178,745.705044408,20,2000,8192,4096,2048,5713.210806110002_seg0_call_85.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,86,Rupe A,749.879777281,749.943366021,20,2000,8192,4096,2048,5713.210806110002_seg0_call_86.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,87,Rupe A,750.517693759,750.59988554,20,2000,8192,4096,2048,5713.210806110002_seg0_call_87.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,88,Rupe A,751.50632894,751.593763456,20,2000,8192,4096,2048,5713.210806110002_seg0_call_88.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,89,Rupe A,752.228061131,752.335045358,20,2000,8192,4096,2048,5713.210806110002_seg0_call_89.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,90,Rupe B,759.900625541,760.174598143,20,2000,8192,4096,2048,5713.210806110002_seg0_call_90.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,91,Rupe B,761.196549722,761.385726222,20,2000,8192,4096,2048,5713.210806110002_seg0_call_91.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,92,Rupe B,762.103771059,762.407407289,20,2000,8192,4096,2048,5713.210806110002_seg0_call_92.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,93,Rupe B,762.85039723,763.069575312,20,2000,8192,4096,2048,5713.210806110002_seg0_call_93.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,94,Rupe B,763.85166481,764.048789902,20,2000,8192,4096,2048,5713.210806110002_seg0_call_94.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,95,Rupe B,764.843869133,765.231760442,20,2000,8192,4096,2048,5713.210806110002_seg0_call_95.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,96,Rupe B,765.724403579,765.961271633,20,2000,8192,4096,2048,5713.210806110002_seg0_call_96.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,97,Rupe B,768.174055787,768.499948076,20,2000,8192,4096,2048,5713.210806110002_seg0_call_97.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,98,Rupe A,777.572912832,777.726236054,20,2000,8192,4096,2048,5713.210806110002_seg0_call_98.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,99,Rupe A,778.599870357,778.800022646,20,2000,8192,4096,2048,5713.210806110002_seg0_call_99.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,100,Rupe A,779.503168165,779.763881996,20,2000,8192,4096,2048,5713.210806110002_seg0_call_100.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,101,Rupe B,784.060448735,784.3068551,20,2000,8192,4096,2048,5713.210806110002_seg0_call_101.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,102,Rupe B,786.144562117,786.51899134,20,2000,8192,4096,2048,5713.210806110002_seg0_call_102.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,103,Rupe C,788.007575815,788.582918281,20,2000,8192,4096,2048,5713.210806110002_seg0_call_103.npy,Rupe C
5713.210806110002,5713.210806110002.Table.1.selections.txt,104,Rupe B,789.491221911,789.852324674,20,2000,8192,4096,2048,5713.210806110002_seg0_call_104.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,105,Rupe B,790.372872104,790.646844707,20,2000,8192,4096,2048,5713.210806110002_seg0_call_105.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,106,Rupe B,790.92081731,791.167392652,20,2000,8192,4096,2048,5713.210806110002_seg0_call_106.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,107,Type 4 A,793.53268897,793.870588513,20,2000,8192,4096,2048,5713.210806110002_seg0_call_107.npy,Type 4 A
5713.210806110002,5713.210806110002.Table.1.selections.txt,108,Rupe A,915.704440957,915.850559679,20,2000,8192,4096,2048,5713.210806110002_seg0_call_108.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,109,Rupe A,916.270651003,916.572020866,20,2000,8192,4096,2048,5713.210806110002_seg0_call_109.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,110,Rupe A,917.421335934,917.567454656,20,2000,8192,4096,2048,5713.210806110002_seg0_call_110.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,111,Rupe B,920.471564245,920.763801688,20,2000,8192,4096,2048,5713.210806110002_seg0_call_111.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,112,Rupe A,935.312492522,935.394684303,20,2000,8192,4096,2048,5713.210806110002_seg0_call_112.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,113,Rupe A,935.958480648,936.03398192,20,2000,8192,4096,2048,5713.210806110002_seg0_call_113.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,114,Rupe A,936.371807453,936.49853923,20,2000,8192,4096,2048,5713.210806110002_seg0_call_114.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,115,Rupe B,936.681919213,937.007811502,20,2000,8192,4096,2048,5713.210806110002_seg0_call_115.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,116,Rupe A,937.389705436,937.567753906,20,2000,8192,4096,2048,5713.210806110002_seg0_call_116.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,117,Rupe B,938.067735613,938.377700229,20,2000,8192,4096,2048,5713.210806110002_seg0_call_117.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,118,Rupe B,940.626167563,940.999484276,20,2000,8192,4096,2048,5713.210806110002_seg0_call_118.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,119,Rupe A,941.872248125,941.975579826,20,2000,8192,4096,2048,5713.210806110002_seg0_call_119.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,120,Rupe A,947.158310669,947.248717016,20,2000,8192,4096,2048,5713.210806110002_seg0_call_120.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,121,Rupe A,947.586792791,947.655150686,20,2000,8192,4096,2048,5713.210806110002_seg0_call_121.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,122,Rupe A,948.346508365,948.4562875,20,2000,8192,4096,2048,5713.210806110002_seg0_call_122.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,123,Rupe A,948.94706481,949.018098368,20,2000,8192,4096,2048,5713.210806110002_seg0_call_123.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,124,Rupe C,1024.073694213,1024.266050149,20,2000,8192,4096,2048,5713.210806110002_seg0_call_124.npy,Rupe C
5713.210806110002,5713.210806110002.Table.1.selections.txt,125,Rupe A,1026.207385917,1026.369329595,20,2000,8192,4096,2048,5713.210806110002_seg0_call_125.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,126,Rupe A,1027.202359502,1027.260477868,20,2000,8192,4096,2048,5713.210806110002_seg0_call_126.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,127,Rupe B,1027.838027674,1028.003101428,20,2000,8192,4096,2048,5713.210806110002_seg0_call_127.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,128,Rupe A,1029.71436536,1029.79831411,20,2000,8192,4096,2048,5713.210806110002_seg0_call_128.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,129,Rupe B,1061.945646726,1062.169586307,20,2000,8192,4096,2048,5713.210806110002_seg0_call_129.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,130,Rupe A,1060.951177427,1061.002838196,20,2000,8192,4096,2048,5713.210806110002_seg0_call_130.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,131,Rupe A,1061.520186307,1061.604441387,20,2000,8192,4096,2048,5713.210806110002_seg0_call_131.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,132,Rupe B,1192.028299626,1192.293061069,20,2000,8192,4096,2048,5713.210806110002_seg0_call_132.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,133,Rupe B,1192.62885607,1193.042142225,20,2000,8192,4096,2048,5713.210806110002_seg0_call_133.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,134,Rupe B,1193.487716362,1193.90757916,20,2000,8192,4096,2048,5713.210806110002_seg0_call_134.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,135,Rupe B,1195.338696003,1195.63597336,20,2000,8192,4096,2048,5713.210806110002_seg0_call_135.npy,Rupe B
5713.210806110002,5713.210806110002.Table.1.selections.txt,136,Rupe A,96.013998153,96.202847074,20,2000,8192,4096,2048,5713.210806110002_seg0_call_136.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,137,Rupe A,116.156708059,116.207579051,20,2000,8192,4096,2048,5713.210806110002_seg0_call_137.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,138,Rupe A,705.182750617,705.2844926,20,2000,8192,4096,2048,5713.210806110002_seg0_call_138.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,139,Rupe A,936.088032349,936.13890334,20,2000,8192,4096,2048,5713.210806110002_seg0_call_139.npy,Rupe A
5713.210806110002,5713.210806110002.Table.1.selections.txt,0,no-call,766.6575982501057,767.6575982501057,20,2000,8192,4096,2048,5713.210806110002_seg0_nocall_0.npy,no-call
5713.210806110002,5713.210806110002.Table.1.selections.txt,1,no-call,29.98730359077072,30.98730359077072,20,2000,8192,4096,2048,5713.210806110002_seg0_nocall_1.npy,no-call
5713.210806110002,5713.210806110002.Table.1.selections.txt,2,no-call,329.7536436973726,330.7536436973726,20,2000,8192,4096,2048,5713.210806110002_seg0_nocall_2.npy,no-call
5713.210807110002,5713.210807110002.Table.1.selections.txt,0,Rupe A,1062.340241073,1062.408734224,20,2000,8192,4096,2048,5713.210807110002_seg0_call_0.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,1,Rupe B,1062.655309566,1062.883620069,20,2000,8192,4096,2048,5713.210807110002_seg0_call_1.npy,Rupe B
5713.210807110002,5713.210807110002.Table.1.selections.txt,2,Rupe B,1064.121062991,1064.326542443,20,2000,8192,4096,2048,5713.210807110002_seg0_call_2.npy,Rupe B
5713.210807110002,5713.210807110002.Table.1.selections.txt,3,Rupe A,1066.175857511,1066.280880343,20,2000,8192,4096,2048,5713.210807110002_seg0_call_3.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,4,Rupe A,1066.952114579,1067.06170362,20,2000,8192,4096,2048,5713.210807110002_seg0_call_4.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,5,Rupe A,1069.175859831,1069.294581292,20,2000,8192,4096,2048,5713.210807110002_seg0_call_5.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,6,Rupe B,1069.655311886,1069.947549329,20,2000,8192,4096,2048,5713.210807110002_seg0_call_6.npy,Rupe B
5713.210807110002,5713.210807110002.Table.1.selections.txt,7,Rupe A,1070.331110973,1070.427001384,20,2000,8192,4096,2048,5713.210807110002_seg0_call_7.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,8,Rupe B,1070.901887228,1071.11193289,20,2000,8192,4096,2048,5713.210807110002_seg0_call_8.npy,Rupe B
5713.210807110002,5713.210807110002.Table.1.selections.txt,9,Rupe A,1071.431567594,1071.586818735,20,2000,8192,4096,2048,5713.210807110002_seg0_call_9.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,10,Rupe C,1074.427005872,1074.673581214,20,2000,8192,4096,2048,5713.210807110002_seg0_call_10.npy,Rupe C
5713.210807110002,5713.210807110002.Table.1.selections.txt,11,Rupe A,1076.029746548,1076.152186585,20,2000,8192,4096,2048,5713.210807110002_seg0_call_11.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,12,Rupe A,1080.517487687,1080.686437458,20,2000,8192,4096,2048,5713.210807110002_seg0_call_12.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,13,Rupe A,1081.535752527,1081.645341568,20,2000,8192,4096,2048,5713.210807110002_seg0_call_13.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,14,Rupe B,1094.138737133,1094.367047636,20,2000,8192,4096,2048,5713.210807110002_seg0_call_14.npy,Rupe B
5713.210807110002,5713.210807110002.Table.1.selections.txt,15,Rupe A,1130.568732221,1130.787910303,20,2000,8192,4096,2048,5713.210807110002_seg0_call_15.npy,Rupe A
5713.210807110002,5713.210807110002.Table.1.selections.txt,16,Rupe A,1131.418047289,1131.582430851,20,2000,8192,4096,2048,5713.210807110002_seg0_call_16.npy,Rupe A
